NCBI Accession,Genome Name
NC_009631.1,"Perionyx excavatus mitochondrion, complete genome"
NC_009626.1,"Penaeus vannamei mitochondrion, complete genome"
NC_009591.1,"Pellonula leonensis mitochondrion, complete genome"
NC_009590.1,"Pellonula vorax mitochondrion, complete genome"
NC_009588.1,"Spratelloides delicatulus mitochondrion, complete genome"
NC_009586.1,"Nematalosa japonica mitochondrion, complete genome"
NC_009584.1,"Ilisha africana mitochondrion, complete genome"
NC_009579.1,"Coilia nasus mitochondrion, complete genome"
NC_009585.1,"Ilisha elongata mitochondrion, complete genome"
NC_009589.1,"Spratelloides gracilis mitochondrion, complete genome"
NC_009582.1,"Ethmalosa fimbriata mitochondrion, complete genome"
NC_009575.1,"Alosa alosa mitochondrion, complete genome"
NC_009572.1,"Siganus fuscescens mitochondrion, complete genome"
NC_009583.1,"Etrumeus teres mitochondrion, complete genome"
NC_009580.1,"Dorosoma petenense mitochondrion, complete genome"
NC_009593.1,"Sprattus sprattus mitochondrion, complete genome"
NC_009587.1,"Sardinella maderensis mitochondrion, complete genome"
NC_009581.1,"Engraulis encrasicolus mitochondrion, complete genome"
NC_009576.1,"Alosa pseudoharengus mitochondrion, complete genome"
NC_009578.1,"Clupea pallasii mitochondrion, complete genome"
NC_009592.1,"Sardina pilchardus mitochondrion, complete genome"
NC_009577.1,"Clupea harengus mitochondrion, complete genome"
NC_009510.1,"Ammotragus lervia mitochondrion, complete genome"
NC_009499.1,"Reticulitermes santonensis mitochondrion, complete genome"
NC_009502.1,"Pagellus bogaraveo mitochondrion, complete genome"
NC_009501.1,"Reticulitermes hageni mitochondrion, complete genome"
NC_009500.1,"Reticulitermes virginicus mitochondrion, complete genome"
NC_009498.1,"Reticulitermes flavipes mitochondrion, complete genome"
NC_009492.1,"Ailuropoda melanoleuca mitochondrion, complete genome"
NC_006380.3,"Bos grunniens mitochondrion, complete genome"
NC_009460.1,"Echinococcus shiquicus mitochondrion, complete genome"
NC_009463.1,"Diphyllobothrium nihonkaiense mitochondrion, complete genome"
NC_009462.1,"Echinococcus vogeli mitochondrion, complete genome"
NC_009461.1,"Echinococcus oligarthrus mitochondrion, complete genome"
NC_009423.1,"Amolops tormotus mitochondrion, complete genome"
NC_009422.1,"Microhyla ornata mitochondrion, complete genome"
NC_009421.1,"Chlamydosaurus kingii mitochondrion, complete genome"
NC_009335.1,"Hynobius arisanensis mitochondrion, complete genome"
NC_009331.1,"Ursus thibetanus formosanus mitochondrion, complete genome"
NC_009330.1,"Mauremys mutica mitochondrion, complete genome"
NC_009262.1,"Oncorhynchus masou 'Biwa' mitochondrion, complete genome"
NC_009264.1,"Rana plancyi mitochondrion, complete genome"
NC_009260.1,"Macrochelys temminckii mitochondrion, complete genome"
NC_009258.1,"Bombina variegata mitochondrion, complete genome"
NC_009263.1,"Oncorhynchus kisutch mitochondrion, complete genome"
NC_009125.2,"Cyprinodon rubrofluviatilis mitochondrion, complete genome"
NC_009134.1,"Melopsittacus undulatus mitochondrion, complete genome"
NC_002734.2,"Plecoglossus altivelis mitochondrion, complete genome"
NC_002080.2,"Erinaceus europaeus mitochondrion, complete genome"
NC_002761.2,"Conger myriaster mitochondrion, complete genome"
NC_003081.2,"Tribolium castaneum mitochondrion, complete genome"
NC_009126.1,"Procyon lotor mitochondrion, complete genome"
NC_009093.1,"Galendromus occidentalis mitochondrion, complete genome"
NC_009082.1,"Epiperipatus biolleyi mitochondrion, complete genome"
NC_009057.1,"Oreochromis sp. KM-2006 mitochondrion, complete genome"
NC_009056.1,"Anomalurus sp. GP-2005 mitochondrion, complete genome"
NC_009054.1,"Labracinus cyclophthalmus mitochondrion, complete genome"
NC_009061.1,"Odax cyanomelas mitochondrion, complete genome"
NC_009066.1,"Halichoeres melanurus mitochondrion, complete genome"
NC_009064.1,"Abudefduf vaigiensis mitochondrion, complete genome"
NC_009067.1,"Pseudolabrus sieboldi mitochondrion, complete genome"
NC_009060.1,"Ditrema temminckii mitochondrion, complete genome"
NC_009065.1,"Amphiprion ocellaris mitochondrion, complete genome"
NC_009059.1,"Cymatogaster aggregata mitochondrion, complete genome"
NC_009058.1,"Astronotus ocellatus mitochondrion, complete genome"
NC_009062.1,"Neolamprologus brichardi mitochondrion, complete genome"
NC_009063.1,"Tropheus duboisi mitochondrion, complete genome"
NC_008944.1,"Amphimedon queenslandica mitochondrion, complete genome"
NC_008945.1,"Diphyllobothrium latum mitochondrion, complete genome"
NC_008830.1,"Phacochoerus africanus mitochondrion, complete genome"
NC_008828.1,"Hexamermis agrotis mitochondrion, complete genome"
NC_007172.2,"Thalassarche melanophrys mitochondrion, complete genome"
NC_007596.2,"Mammuthus primigenius mitochondrion, complete genome"
NC_008815.1,"Gyrodactylus salaris mitochondrion, complete genome"
NC_008795.1,"Crocodylus siamensis mitochondrion, complete genome"
NC_008797.1,"Conus textile mitochondrion, complete genome"
NC_008777.1,"Furcifer oustaleti mitochondrion, complete genome"
NC_008776.1,"Heloderma suspectum mitochondrion, complete genome"
NC_008772.1,"Gekko vittatus mitochondrion, complete genome"
NC_008775.1,"Lepidophyma flavimaculatum mitochondrion, complete genome"
NC_008774.1,"Coleonyx variegatus mitochondrion, complete genome"
NC_008756.1,"Cydistomyia duplonotata mitochondrion, complete genome"
NC_008755.1,"Trichophthalma punctata mitochondrion, complete genome"
NC_008754.1,"Simosyrphus grandicornis mitochondrion, complete genome"
NC_008753.1,"Ursus thibetanus mupinensis mitochondrion, complete genome"
NC_008743.1,"Gymnogobius petschiliensis mitochondrion, complete genome"
NC_008742.1,"Capitulum mitella mitochondrion, complete genome"
NC_008745.1,"Oncorhynchus masou formosanus mitochondrion, complete genome"
NC_008744.1,"Opsariichthys bidens mitochondrion, complete genome"
NC_008749.1,"Elaphodus cephalophus mitochondrion, complete genome"
NC_008747.1,"Oncorhynchus masou masou mitochondrion, complete genome"
NC_008748.1,"Bactrocera dorsalis mitochondrion, complete genome"
NC_008746.1,"Oncorhynchus masou ishikawae mitochondrion, complete genome"
NC_008693.1,"Romanomermis iyengari mitochondrion, complete genome"
NC_008692.1,"Romanomermis nielseni mitochondrion, complete genome"
NC_008655.1,"Barbonymus gonionotus mitochondrion, complete genome"
NC_008684.1,"Phoxinus percnurus mantschuricus mitochondrion, complete genome"
NC_008680.1,"Vaillantella maassi mitochondrion, complete genome"
NC_008679.1,"Schistura balteata mitochondrion, complete genome"
NC_008678.1,"Misgurnus nikolskyi mitochondrion, complete genome"
NC_008677.1,"Leptobotia mantschurica mitochondrion, complete genome"
NC_008675.1,"Pangio anguillaris mitochondrion, complete genome"
NC_008673.1,"Homaloptera leonardi mitochondrion, complete genome"
NC_008670.1,"Barbatula toni mitochondrion, complete genome"
NC_008669.1,"Acantopsis choirorhynchos mitochondrion, complete genome"
NC_008660.1,"Esomus metallicus mitochondrion, complete genome"
NC_008656.1,"Labeo batesii mitochondrion, complete genome"
NC_008649.1,"Gnathopogon elongatus mitochondrion, complete genome"
NC_008653.1,"Zacco sieboldii mitochondrion, complete genome"
NC_008663.1,"Pelecus cultratus mitochondrion, complete genome"
NC_008651.1,"Tribolodon nakamurai mitochondrion, complete genome"
NC_008681.1,"Pseudaspius leptocephalus mitochondrion, complete genome"
NC_008658.1,"Puntius ticto mitochondrion, complete genome"
NC_008657.1,"Labeo senegalensis mitochondrion, complete genome"
NC_008683.1,"Chanodichthys mongolicus mitochondrion, complete genome"
NC_008667.1,"Ischikauia steenackeri mitochondrion, complete genome"
NC_008674.1,"Moxostoma poecilurum mitochondrion, complete genome"
NC_008672.1,"Gyrinocheilus aymonieri mitochondrion, complete genome"
NC_008645.1,"Cycleptus elongatus mitochondrion, complete genome"
NC_008671.1,"Chromobotia macracanthus mitochondrion, complete genome"
NC_008650.1,"Aphyocypris chinensis mitochondrion, complete genome"
NC_008666.1,"Barbus trimaculatus mitochondrion, complete genome"
NC_008664.1,"Pungtungia herzi mitochondrion, complete genome"
NC_008665.1,"Pseudorasbora pumila mitochondrion, complete genome"
NC_008642.1,"Rhodeus ocellatus kurumeus mitochondrion, complete genome"
NC_008644.1,"Hemibarbus barbus mitochondrion, complete genome"
NC_008668.1,"Acheilognathus typus mitochondrion, complete genome"
NC_008661.1,"Gymnocypris przewalskii mitochondrion, complete genome"
NC_008682.1,"Xenocypris argentea mitochondrion, complete genome"
NC_008676.1,"Hypentelium nigricans mitochondrion, complete genome"
NC_008659.1,"Alburnus alburnus mitochondrion, complete genome"
NC_008654.1,"Barbus barbus mitochondrion, complete genome"
NC_008652.1,"Opsariichthys uncirostris mitochondrion, complete genome"
NC_008646.1,"Notemigonus crysoleucas mitochondrion, complete genome"
NC_008643.1,"Cyprinella lutrensis mitochondrion, complete genome"
NC_008648.1,"Tinca tinca mitochondrion, complete genome"
NC_008662.1,"Gobio gobio mitochondrion, complete genome"
NC_008640.1,"Romanomermis culicivorax mitochondrion, complete genome"
NC_008647.1,"Catostomus commersonii mitochondrion, complete genome"
NC_008616.1,"Parargyrops edita mitochondrion, complete genome"
NC_008615.1,"Oncorhynchus nerka mitochondrion, complete genome"
NC_008572.1,"Nymphon gracile mitochondrion, complete genome"
NC_008557.1,"Priapulus caudatus mitochondrion, complete genome"
NC_008556.1,"Xenoturbella bocki mitochondrion, complete genome"
NC_008549.1,"Pteroglossus azara flavirostris mitochondrion, complete genome"
NC_008551.1,"Ardea novaehollandiae mitochondrion, complete genome"
NC_008547.1,"Falco sparverius mitochondrion, complete genome"
NC_008548.1,"Micrastur gilvicollis mitochondrion, complete genome"
NC_008550.1,"Pandion haliaetus mitochondrion, complete genome"
NC_008546.1,"Dryocopus pileatus mitochondrion, complete genome"
NC_008540.1,"Apus apus mitochondrion, complete genome"
NC_008534.1,"Heterorhabditis bacteriophora mitochondrion, complete genome"
NC_008491.1,"Muntiacus reevesi micrurus mitochondrion, complete genome"
NC_008461.1,"Verasper moseri mitochondrion, complete genome"
NC_008462.1,"Cervus nippon taiouanus mitochondrion, complete genome"
NC_008447.1,"Lagostrophus fasciatus mitochondrion, complete genome"
NC_008453.1,"Scutigerella causeyae mitochondrion, complete genome"
NC_008452.1,"Acanthocardia tuberculata mitochondrion, complete genome"
NC_008449.1,"Plectropomus leopardus mitochondrion, complete genome"
NC_008448.1,"Galaxiella nigrostriata mitochondrion, complete genome"
NC_008450.1,"Neofelis nebulosa mitochondrion, complete genome"
NC_008455.1,"Thunnus orientalis mitochondrion, complete genome"
NC_008446.1,"Aurelia aurita mitochondrion, complete genome"
NC_008413.1,"Halocaridina rubra mitochondrion, complete genome"
NC_008411.1,"Chrysopathes formosa mitochondrion, complete genome"
NC_008431.1,"Pusa caspica mitochondrion, complete genome"
NC_008419.1,"Neophoca cinerea mitochondrion, complete genome"
NC_008420.1,"Arctocephalus townsendi mitochondrion, complete genome"
NC_008423.1,"Lobodon carcinophaga mitochondrion, complete genome"
NC_008426.1,"Erignathus barbatus mitochondrion, complete genome"
NC_008427.1,"Cystophora cristata mitochondrion, complete genome"
NC_008430.1,"Phoca largha mitochondrion, complete genome"
NC_008429.1,"Phoca groenlandica mitochondrion, complete genome"
NC_008428.1,"Phoca fasciata mitochondrion, complete genome"
NC_008417.1,"Arctocephalus pusillus mitochondrion, complete genome"
NC_008418.1,"Phocarctos hookeri mitochondrion, complete genome"
NC_008410.1,"Bufo gargarizans mitochondrion, complete genome"
NC_008421.1,"Monachus schauinslandi mitochondrion, complete genome"
NC_008425.1,"Hydrurga leptonyx mitochondrion, complete genome"
NC_008432.1,"Pusa sibirica mitochondrion, complete genome"
NC_008433.1,"Pusa hispida mitochondrion, complete genome"
NC_008422.1,"Mirounga leonina mitochondrion, complete genome"
NC_008424.1,"Leptonychotes weddellii mitochondrion, complete genome"
NC_008416.1,"Zalophus californianus mitochondrion, complete genome"
NC_008434.1,"Vulpes vulpes mitochondrion, complete genome"
NC_008328.1,"Lacerta viridis viridis mitochondrion, complete genome"
NC_008324.1,"Biwia zezera mitochondrion, complete genome"
NC_008327.1,"Solea senegalensis mitochondrion, complete genome"
NC_008280.1,"Cranoglanis bouderius mitochondrion, complete genome"
NC_008241.1,"Gavialis gangeticus mitochondrion, complete genome"
NC_001665.2,"Rattus norvegicus strain BN/SsNHsdMCW mitochondrion, complete genome"
NC_008231.1,"Agamermis sp. BH-2006 mitochondrion, complete genome"
NC_008234.1,"Campodea lubbocki mitochondrion, complete genome"
NC_008233.1,"Campodea fragilis mitochondrion, complete genome"
NC_008232.1,"Liobagrus obesus mitochondrion, complete genome"
NC_008225.1,"Ventrifossa garmani mitochondrion, complete genome"
NC_008223.1,"Squalogadus modificatus mitochondrion, complete genome"
NC_008222.1,"Bathygadus antrodes mitochondrion, complete genome"
NC_008224.1,"Trachyrincus murrayi mitochondrion, complete genome"
NC_008221.1,"Anoplophora glabripennis mitochondrion, complete genome"
NC_008219.1,"Piliocolobus badius mitochondrion, complete genome"
NC_008215.1,"Semnopithecus entellus mitochondrion, complete genome"
NC_008217.1,"Presbytis melalophos mitochondrion, complete genome"
NC_008218.1,"Rhinopithecus roxellana mitochondrion, complete genome"
NC_008220.1,"Pygathrix nemaeus mitochondrion, complete genome"
NC_008216.1,"Nasalis larvatus mitochondrion, complete genome"
NC_008192.1,"Flustrellidra hispida mitochondrion, complete genome"
NC_008164.1,"Nematostella sp. JVK-2006 mitochondrion, complete genome"
NC_008161.1,"Astrangia sp. JVK-2006 mitochondrion, complete genome"
NC_008158.1,"Rhodactis sp. CASIZ 171755 mitochondrion, complete genome"
NC_008165.1,"Pavona clavus mitochondrion, complete genome"
NC_008160.1,"Agaricia humilis mitochondrion, complete genome"
NC_008162.1,"Colpophyllia natans mitochondrion, complete genome"
NC_008167.1,"Siderastrea radians mitochondrion, complete genome"
NC_008163.1,"Mussa angulosa mitochondrion, complete genome"
NC_008157.1,"Pseudopterogorgia bipinnata mitochondrion, complete genome"
NC_008156.1,"Galemys pyrenaicus mitochondrion, complete genome"
NC_008159.1,"Ricordea florida mitochondrion, complete genome"
NC_008166.1,"Porites porites mitochondrion, complete genome"
NC_008090.1,"Batrachuperus mustersi mitochondrion, complete genome"
NC_008143.1,"Crocodylus porosus mitochondrion, complete genome"
NC_008142.1,"Crocodylus niloticus mitochondrion, complete genome"
NC_008137.1,"Phalanger vestitus mitochondrion, complete genome"
NC_008140.1,"Podiceps cristatus mitochondrion, complete genome"
NC_008130.1,"Aspasma minima mitochondrion, complete genome"
NC_008129.1,"Aptocyclus ventricosus mitochondrion, complete genome"
NC_008128.1,"Anomalops katoptron mitochondrion, complete genome"
NC_008126.1,"Diretmoides veriginae mitochondrion, complete genome"
NC_008123.1,"Sirembo imberbis mitochondrion, complete genome"
NC_008132.1,"Nipponia nippon mitochondrion, complete genome"
NC_008127.1,"Diretmus argenteus mitochondrion, complete genome"
NC_008141.1,"Adoxophyes honmai mitochondrion, complete genome"
NC_008139.1,"Gavia pacifica mitochondrion, complete genome"
NC_008138.1,"Eudyptes chrysocome mitochondrion, complete genome"
NC_008136.1,"Lagorchestes hirsutus mitochondrion, complete genome"
NC_008144.1,"Pelobates cultripes mitochondrion, complete genome"
NC_008133.1,"Phascolarctos cinereus mitochondrion, complete genome"
NC_008134.1,"Dactylopsila trivirgata mitochondrion, complete genome"
NC_008145.1,"Distoechurus pennatus mitochondrion, complete genome"
NC_008135.1,"Petaurus breviceps mitochondrion, complete genome"
NC_008125.1,"Lophiomus setigerus mitochondrion, complete genome"
NC_008131.1,"Atractosteus spatula mitochondrion, complete genome"
NC_008107.1,"Dorosoma cepedianum mitochondrion, complete genome"
NC_008111.1,"Percina macrolepida mitochondrion, complete genome"
NC_008113.1,"Minytrema melanops mitochondrion, complete genome"
NC_008108.1,"Chondrostoma lemmingii mitochondrion, complete genome"
NC_008112.1,"Phenacobius mirabilis mitochondrion, complete genome"
NC_008105.1,"Gila robusta mitochondrion, complete genome"
NC_008102.1,"Campostoma anomalum mitochondrion, complete genome"
NC_008104.1,"Lepisosteus osseus mitochondrion, complete genome"
NC_008110.1,"Notropis stramineus mitochondrion, complete genome"
NC_008106.1,"Micropterus salmoides mitochondrion, complete genome"
